kalpi,sum,Abeba David,Abeba Lior,Akunis Ofir,Amsalem David,Azbera Goma,Barak Keren,Barkat Nir,Ben Pinhas Yoseg Eyal,Berko Anat,Bitan David,Boker Navah,Cohen Fernand,Davidi Eli,Dichter Avi,Dichter Avital,Edelstein Yuli,Elkin Zeev,Erdan Gilad,Fadida Nissim,Fleishman Zeev,Fridelman Hinda,Galant Yoav,Gamliel Gila,Glick Yehuda,Golan May,Halabi Rafe,Halevi Shosh,Hanegbi Tsahi,Haskel Sharen,Hazah Oren,Hetayev Faisal,Hieb Hassan,Hirshman Nir,Hotoveli Tzipi,Ilgiev Gregory,Kaidaba Samir,Kara Iub,Katz Haim,Katz Israel,Kish Yoav,Koren Nurit,Krinawi Atef,Levin Yariv,Lovovikov Michael,Maharat Gilad,Malka Elad,Mark Osnat,Mazuz Yaron,Moses Heidi,Mula Patin,Mustafa Gihad,Nager Yoel,Nahon Tzofia,Negosa Avraham,Nevuani Osama,Ohana Amir,Parhat Ata,Pasal Moshe,Pinto Jacky,Regev Miri,Saar Gidon,Salah Salah,Sefadi Mendi,Sela Noam,Shitrti Kathy,Shtagman Ayala,Shteinits Yuval,Taya Dima,Vidar Yaakov,Yogev Mot,Yona Elad,Zohar Mickey
103301,1149,4,2,35,34,0,14,44,0,18,24,10,1,3,38,3,60,58,60,3,15,1,36,41,32,10,0,0,37,22,19,0,0,10,54,0,0,27,20,37,34,13,0,54,1,0,13,12,4,1,8,0,0,0,22,1,26,0,2,1,47,39,2,1,14,8,1,39,5,5,3,0,21
103302,1322,2,2,35,38,1,12,52,0,9,29,4,2,1,46,3,66,56,57,4,10,1,47,46,33,9,0,1,36,36,24,1,0,10,49,0,0,28,30,48,46,10,2,51,2,1,15,16,8,1,9,3,1,4,21,1,34,6,1,0,61,65,0,0,11,17,0,61,4,3,5,4,31
103303,1212,8,3,41,31,3,10,38,0,18,25,3,1,2,35,6,58,60,59,2,6,4,41,27,27,17,1,0,34,28,25,1,1,6,47,1,1,27,17,44,34,4,1,61,2,1,14,10,4,0,8,3,1,8,21,3,24,3,2,2,56,53,3,0,11,18,2,42,7,7,3,6,40
103304,1160,4,0,32,34,1,15,51,0,16,27,4,0,3,49,4,66,44,52,1,13,1,45,33,21,7,2,0,35,30,14,2,0,12,34,1,1,15,20,44,38,13,0,56,3,0,13,7,5,1,10,1,0,2,15,1,32,0,2,1,50,51,3,0,4,15,3,54,5,7,3,4,28
103305,1117,8,1,30,31,0,9,44,0,12,25,12,0,4,34,7,45,47,46,0,9,1,43,27,20,14,1,1,34,24,10,0,0,13,39,1,0,25,23,50,30,5,0,57,4,1,16,13,5,5,7,1,0,0,21,1,39,4,3,1,59,40,4,2,6,6,1,40,7,11,3,5,30
103306,1238,6,1,34,46,2,11,43,0,8,38,6,0,2,43,0,69,49,52,3,17,4,55,40,18,8,2,1,36,23,23,0,1,8,44,2,5,19,30,38,34,6,0,60,2,1,7,8,4,3,6,3,3,0,30,2,35,3,4,5,51,45,1,2,8,11,3,56,5,4,2,1,46
103307,1174,10,1,38,29,0,8,54,0,14,26,3,1,2,46,3,60,44,49,1,9,0,46,33,29,13,1,0,33,21,23,0,0,6,48,0,0,28,19,47,51,10,2,56,1,1,12,7,6,3,7,0,0,5,14,4,40,1,2,0,58,50,0,0,3,13,1,44,7,2,3,5,21
103308,1129,8,1,44,36,0,13,45,0,13,23,6,0,0,40,1,54,46,53,0,9,1,44,35,27,11,0,0,43,27,14,0,0,6,42,0,0,20,17,50,36,11,0,46,4,0,22,9,8,3,6,2,0,4,11,2,36,0,1,0,42,44,1,2,2,15,1,47,8,7,2,3,25
103309,1140,7,0,41,42,6,9,42,0,20,22,6,1,0,39,6,53,39,46,0,3,0,44,36,27,8,0,0,28,32,19,0,1,9,46,0,2,17,13,46,38,12,2,58,2,0,18,5,5,1,8,2,0,2,17,5,39,4,4,2,50,45,0,1,8,18,0,42,4,3,1,3,31
103310,1199,9,0,34,27,1,14,48,0,10,29,5,2,3,40,3,70,57,41,0,10,0,37,37,29,5,1,0,34,29,15,0,0,12,55,0,0,21,25,47,42,15,1,60,5,0,13,6,10,3,10,2,2,3,10,1,36,3,0,1,45,49,2,2,11,25,2,45,2,3,3,7,30
103311,1187,6,1,35,46,1,15,42,0,17,30,10,0,2,35,6,59,40,50,0,13,1,53,44,20,10,0,0,42,27,21,0,1,11,43,0,1,24,19,41,34,11,0,53,4,0,14,11,8,0,11,0,1,4,20,3,34,2,2,0,57,47,0,0,6,9,1,40,4,1,1,8,35
103312,1163,6,1,31,37,0,12,44,0,11,36,4,0,5,42,5,59,49,54,0,9,0,53,36,20,3,0,0,32,27,13,0,1,13,48,1,0,17,26,49,32,7,0,60,2,0,21,14,4,0,6,0,1,2,20,1,34,1,1,0,53,44,4,0,8,17,0,33,10,8,2,3,31
103313,1356,6,0,41,44,0,13,46,0,21,28,10,2,2,52,7,73,65,72,2,11,0,58,39,30,8,0,0,48,34,15,0,0,10,51,0,0,22,24,47,53,9,0,72,3,0,16,8,4,1,6,0,0,2,20,3,50,5,3,0,49,53,1,1,10,15,1,52,7,4,2,4,21
103314,1152,5,0,40,37,2,9,46,0,16,23,8,1,6,48,1,57,57,44,1,8,0,43,40,18,6,0,0,30,29,9,0,0,17,37,0,0,20,19,48,32,10,0,58,0,0,17,10,3,2,6,2,0,3,9,2,39,1,1,2,52,52,7,0,9,16,0,55,5,10,2,0,22
103315,1140,7,1,39,31,0,10,43,0,3,30,10,1,7,46,2,55,49,52,1,6,0,41,36,17,5,2,0,35,24,18,0,1,13,43,2,0,26,21,52,33,3,0,45,3,1,12,10,1,2,7,1,0,0,19,1,33,2,3,0,59,44,6,0,13,13,0,48,5,7,1,11,28
103316,1153,5,0,28,40,1,10,39,0,19,37,8,2,3,36,0,53,51,48,0,11,3,51,31,22,14,2,1,30,28,25,0,0,10,40,0,0,26,22,40,37,8,0,57,5,0,15,10,5,2,7,3,2,2,13,5,38,4,3,3,48,34,3,2,12,18,0,40,6,5,1,4,25
103317,1162,2,0,43,49,0,3,49,0,19,37,0,1,2,53,4,47,51,46,0,9,1,56,39,23,5,0,0,37,23,20,0,1,7,47,0,0,23,16,38,29,3,1,56,2,0,11,11,4,1,3,1,0,2,17,3,46,1,2,0,56,50,2,3,7,11,2,44,6,5,2,6,24
103318,1163,6,1,40,46,0,10,46,0,17,29,11,2,1,46,8,46,53,45,1,6,2,48,35,21,5,0,0,45,22,19,0,1,10,42,1,1,27,15,51,30,10,0,46,9,3,9,6,5,3,9,1,1,3,15,4,35,2,2,1,52,43,2,0,4,13,1,49,3,4,0,4,35
103319,1192,8,1,37,44,2,8,37,0,19,37,3,0,3,39,2,58,46,56,1,6,3,48,35,26,11,0,1,34,25,15,1,0,9,51,1,0,16,20,51,37,8,0,55,1,2,13,16,6,3,9,0,0,2,13,4,39,8,4,1,50,52,2,0,6,9,2,42,7,10,2,8,27
103320,1164,7,0,42,40,0,11,45,1,5,23,8,4,4,39,2,52,54,48,4,7,0,50,33,21,11,0,0,39,22,23,1,1,9,43,1,0,17,25,51,29,10,0,52,4,1,15,13,8,1,5,4,0,5,10,1,38,1,2,0,54,47,2,0,11,21,0,44,2,9,2,7,23
103321,1174,7,1,37,37,2,8,43,0,12,33,6,2,2,28,5,63,53,41,1,11,1,40,27,28,11,1,0,31,28,19,1,1,12,49,0,1,20,21,43,41,14,1,61,4,1,15,13,5,1,6,1,1,2,17,2,32,6,4,0,47,52,1,1,11,22,1,40,6,5,1,3,31
103322,1164,4,1,46,52,0,13,44,0,12,33,9,0,0,35,4,64,45,47,0,7,0,51,35,17,7,0,0,31,25,20,0,0,9,39,0,1,21,17,44,41,6,1,54,1,0,17,16,5,2,8,2,0,1,16,3,41,1,2,0,57,41,0,0,7,20,0,43,8,1,1,2,34
103323,1160,6,2,44,38,1,13,48,0,8,32,7,2,0,44,3,51,52,52,0,3,2,41,36,26,12,0,0,37,25,14,1,0,13,48,0,0,24,20,41,34,18,1,51,3,0,12,10,4,1,11,0,3,1,9,3,46,0,1,1,51,36,1,0,8,18,0,41,3,5,3,8,31
103324,1152,3,2,43,26,0,7,47,1,19,22,9,1,3,38,3,60,49,38,1,6,0,40,34,28,10,0,0,32,26,21,0,0,12,39,1,1,24,19,41,39,9,0,50,6,0,20,10,3,2,6,0,0,4,13,0,37,2,3,0,48,52,5,2,14,22,2,46,6,9,2,8,26
103325,1140,3,3,34,38,2,10,39,1,10,30,4,1,4,36,3,53,46,48,1,8,3,45,41,19,10,1,1,32,24,14,0,1,17,30,1,0,21,24,45,35,10,2,54,1,1,15,19,9,5,10,0,0,2,16,4,30,4,6,0,45,43,3,0,13,19,2,37,3,8,3,5,33
103326,1182,9,2,35,36,2,14,42,2,12,29,9,0,1,39,1,60,45,51,1,11,1,49,33,24,14,0,0,28,31,25,0,0,10,45,1,0,19,24,43,41,11,0,50,6,3,13,7,7,1,7,1,1,4,18,0,38,4,1,2,51,52,0,0,10,13,0,45,3,6,3,4,32
103327,1104,5,1,36,46,0,9,41,0,11,32,1,0,0,30,2,62,47,50,0,11,1,48,33,26,7,0,0,40,20,14,1,1,8,48,0,0,27,21,38,27,6,0,49,0,0,15,10,5,1,9,1,2,1,18,4,29,3,2,0,47,49,0,1,8,6,0,60,1,2,0,5,26
103328,1188,4,0,41,48,2,9,43,0,18,30,8,0,1,40,5,48,51,59,0,10,0,50,33,12,9,0,1,40,19,20,1,0,6,38,0,0,24,27,51,38,9,0,64,0,0,18,7,6,0,4,0,0,2,21,5,36,1,2,2,49,54,2,0,5,15,0,54,0,4,5,4,33
103329,1240,6,3,42,55,2,10,35,0,13,46,8,0,1,40,5,62,42,47,0,20,1,47,34,17,6,2,26,42,20,19,1,1,6,42,0,1,23,43,40,30,7,1,58,3,0,12,13,5,1,9,2,2,0,34,2,37,5,8,1,53,43,1,0,2,12,3,41,4,2,6,2,33
103330,1160,10,3,44,42,0,10,48,0,11,28,7,0,2,40,6,61,48,49,1,8,1,44,38,24,6,0,0,41,25,25,0,0,12,35,0,0,19,21,48,28,6,0,51,2,1,16,10,2,1,7,2,0,1,17,2,31,6,3,1,57,53,3,3,7,19,0,33,3,5,5,3,25
103331,1165,5,2,40,43,1,14,49,0,16,35,8,1,3,53,1,54,46,52,1,8,2,52,42,18,11,1,1,44,19,21,1,0,9,39,1,0,14,25,48,22,6,1,54,2,1,6,11,5,0,7,1,1,2,19,3,30,2,4,0,54,45,2,1,7,15,1,30,2,5,3,11,32
103332,1164,12,0,30,36,0,10,38,0,21,28,6,1,3,50,3,59,37,36,1,10,1,46,35,24,10,0,0,31,35,15,1,2,18,33,0,0,15,17,50,44,12,1,59,2,0,21,13,4,0,10,2,0,2,19,2,36,2,1,0,42,51,4,1,10,9,1,50,6,8,6,6,26
103333,1193,4,1,37,36,0,10,50,1,13,26,4,0,3,55,4,53,49,53,1,2,1,48,48,33,6,0,0,43,28,10,0,0,16,37,0,1,17,19,56,37,11,0,45,0,0,12,12,2,1,13,2,0,3,15,4,41,2,4,1,44,53,1,1,6,10,0,50,7,6,4,8,33
103334,1164,9,3,50,44,1,7,44,0,8,29,6,0,4,49,3,58,47,50,0,5,0,52,34,22,4,2,0,21,24,17,1,1,9,44,0,3,27,20,42,35,14,0,58,3,1,11,14,8,1,6,0,1,1,14,4,39,3,5,1,52,44,2,0,10,18,0,41,7,6,1,1,23
103335,1161,13,2,34,37,0,17,40,0,9,23,8,2,2,34,6,71,42,44,0,8,1,45,35,31,17,0,1,33,37,8,1,1,15,34,0,1,11,18,43,33,12,1,56,2,2,16,12,4,3,11,2,1,2,20,3,31,3,5,0,53,48,2,0,9,16,0,46,6,7,4,3,24
103336,1216,4,0,35,48,1,6,43,0,10,32,4,0,2,36,5,59,67,58,3,13,1,61,28,18,10,0,0,37,15,18,0,0,6,54,0,0,25,24,43,33,3,0,64,2,0,13,10,10,3,3,1,0,0,21,5,24,2,5,0,69,51,0,0,12,16,0,59,3,6,0,2,33
103337,937,4,1,30,40,0,10,30,0,15,25,9,0,1,33,6,48,29,40,1,6,1,45,24,24,9,0,0,29,26,13,0,1,7,31,0,0,18,15,34,30,10,0,37,0,1,11,7,2,4,6,0,1,5,14,3,34,4,3,1,39,38,0,1,2,14,0,34,4,3,0,5,19
103401,1040,2,0,33,10,0,0,52,1,6,18,1,0,0,31,2,68,72,36,0,0,0,37,24,34,14,0,0,5,21,10,0,0,1,63,0,0,22,18,27,59,5,0,69,2,0,30,1,2,1,0,1,0,3,2,0,45,3,1,0,40,65,0,0,15,32,0,15,3,1,3,0,34
103402,1079,0,0,42,6,0,2,54,0,6,21,1,0,0,27,1,73,70,47,0,0,0,34,18,34,7,0,0,3,28,15,0,0,2,58,0,0,26,13,34,61,5,0,77,2,1,25,2,4,1,0,0,0,2,3,2,47,2,3,1,42,65,0,1,11,36,1,24,3,3,2,1,30
103501,1091,0,1,52,11,0,1,35,0,6,17,5,0,0,27,2,74,75,38,1,0,0,63,17,21,10,0,0,4,7,16,0,0,1,68,0,0,22,18,51,59,3,0,75,2,0,3,2,0,0,1,0,2,0,1,0,37,2,1,0,59,57,0,2,18,45,0,28,1,0,2,0,48
103601,900,0,0,39,6,0,0,23,0,5,10,2,0,0,17,1,62,71,24,2,0,0,25,18,10,11,0,0,3,6,20,0,0,0,67,0,0,14,32,35,57,3,0,63,1,0,3,1,0,1,0,0,0,0,0,0,19,2,11,0,42,51,0,0,45,30,0,17,1,2,2,0,46
103602,888,0,0,48,5,0,1,20,0,8,16,2,1,0,6,0,60,69,24,1,0,0,23,18,18,12,0,0,1,9,19,0,0,1,68,1,0,7,31,21,55,2,0,65,2,0,6,0,2,0,1,0,0,3,0,1,22,3,15,0,45,47,0,0,37,37,0,13,0,0,1,0,41
103603,888,0,0,40,9,0,1,24,0,2,8,1,1,0,15,0,61,69,30,3,1,0,27,20,22,4,0,0,1,7,12,0,0,1,70,1,0,7,22,27,50,1,0,66,3,0,3,1,0,1,2,0,0,1,0,1,17,3,10,1,44,50,1,1,44,35,0,14,2,0,0,0,51
103701,1181,4,2,55,6,0,3,43,0,6,10,6,0,1,17,0,78,85,40,0,0,0,49,15,40,13,0,0,2,12,25,1,0,0,88,1,0,23,15,40,68,5,1,81,1,1,8,1,0,0,2,0,0,1,6,1,22,6,3,0,56,79,1,0,31,33,0,22,0,2,3,1,66
103702,1181,0,0,57,17,0,0,33,1,8,32,2,0,1,24,3,79,76,36,1,0,0,60,23,24,14,0,0,5,12,20,0,0,2,76,0,0,17,37,42,60,8,0,84,2,1,4,2,2,0,1,0,0,3,1,0,26,2,2,0,52,66,0,2,26,43,1,23,3,0,4,0,61
103703,1364,3,0,63,21,0,1,44,0,12,31,6,0,1,34,2,70,70,48,0,0,1,65,32,33,18,0,1,6,15,23,0,0,1,80,0,0,23,39,51,76,9,1,94,3,0,9,3,3,0,1,0,2,3,6,2,31,4,2,0,60,81,0,0,33,48,2,34,2,2,3,0,56
103801,2116,1,1,129,25,1,3,37,0,9,75,5,0,1,14,2,161,164,22,0,0,0,105,9,15,11,0,0,4,17,15,0,0,3,167,0,0,9,104,95,109,3,0,167,0,0,5,0,1,2,2,0,0,0,4,0,20,3,0,0,123,136,0,0,24,147,0,10,3,1,0,0,152
103901,1961,0,1,67,17,0,1,54,0,14,20,11,0,2,14,2,135,139,104,0,2,0,61,25,83,28,0,0,4,14,30,0,0,1,135,0,0,28,31,73,101,8,0,140,11,0,18,0,0,0,1,0,0,9,3,0,49,2,3,0,103,120,0,4,93,78,0,21,2,3,1,1,94
104001,1621,2,0,69,58,2,5,65,0,19,27,12,0,2,50,3,89,74,80,0,8,12,60,63,26,9,0,0,45,22,20,0,0,3,55,1,0,26,25,51,54,2,0,79,6,0,13,59,23,0,16,0,0,0,14,4,44,3,3,0,74,74,1,1,3,29,0,47,1,0,1,46,41
104002,1689,2,1,58,78,2,9,56,0,17,43,11,0,2,50,3,94,57,76,2,19,4,58,59,27,8,0,0,26,42,29,0,0,2,58,0,0,23,34,54,58,5,0,78,2,0,19,77,21,1,7,1,0,1,37,3,48,6,2,1,72,76,1,0,1,31,2,46,4,1,1,48,35
104003,1578,1,0,63,69,1,11,54,0,12,44,14,0,2,45,7,93,60,60,0,10,7,56,58,14,11,1,0,31,23,31,2,1,2,51,0,0,26,31,56,57,2,1,72,2,0,16,67,30,0,9,0,1,2,32,1,43,2,3,0,69,61,1,0,5,20,0,40,6,2,0,47,40
104004,1749,6,1,68,64,4,10,73,0,16,42,12,0,3,60,7,92,74,65,0,13,7,61,71,24,9,0,3,33,27,33,0,0,5,56,0,0,28,25,59,64,7,0,74,4,0,22,62,29,1,14,0,0,2,26,2,57,6,1,1,79,72,0,0,4,33,1,39,3,5,3,40,47
104101,2148,2,2,96,17,2,3,49,0,13,10,8,0,0,29,4,123,155,95,0,1,0,50,74,54,35,0,1,13,28,55,0,0,0,134,1,0,64,35,87,96,24,0,138,9,3,9,7,11,0,2,0,2,82,0,0,41,6,3,1,125,122,1,9,31,51,1,26,2,4,2,1,99
104201,1004,1,1,33,43,1,8,64,0,19,31,10,0,1,48,4,35,29,54,0,1,0,61,24,16,4,2,0,29,27,15,1,1,8,33,0,1,23,8,60,29,6,0,35,2,0,3,5,1,0,1,1,1,1,3,4,46,2,1,0,50,46,1,0,4,8,0,35,3,1,1,2,16
104202,1044,0,1,34,21,0,8,70,0,17,41,11,1,4,47,5,50,27,51,1,0,0,65,38,6,4,0,2,37,2,16,0,0,5,34,0,0,21,22,58,32,4,0,48,0,1,2,12,6,3,1,0,1,1,2,3,56,4,0,2,48,45,0,0,6,16,0,30,3,0,2,2,15
104203,1314,3,0,32,36,2,11,75,0,27,41,12,0,1,62,9,57,35,67,0,1,0,77,39,16,6,0,1,55,33,22,2,4,10,39,0,0,26,19,68,43,13,2,53,1,0,5,8,1,1,4,0,4,0,4,6,59,2,1,1,63,57,3,1,2,13,1,47,6,0,0,0,25
104301,1334,3,0,44,16,3,30,48,2,19,24,18,1,8,51,7,64,57,62,1,3,2,55,64,7,5,3,0,54,27,12,2,1,18,40,1,3,39,25,71,27,34,0,60,9,0,5,4,8,2,34,2,1,0,1,16,39,12,3,2,49,39,6,4,2,11,1,35,2,1,1,3,31
104302,1377,6,1,56,19,3,22,46,0,19,23,15,1,9,36,9,74,62,54,1,2,2,47,62,28,8,3,0,54,26,13,4,2,16,41,0,2,38,36,75,34,34,2,66,7,1,11,7,4,0,38,6,0,1,3,10,36,10,4,1,37,45,7,5,4,20,2,30,4,2,1,2,28
104303,1386,2,5,43,13,2,26,50,0,27,15,19,0,6,36,7,71,66,51,0,3,0,56,67,24,3,0,0,61,34,18,6,0,16,46,0,0,42,40,78,26,40,0,68,15,1,6,2,8,0,32,4,0,1,1,16,34,10,8,0,44,51,6,3,3,12,2,38,2,0,0,0,20
104401,1100,2,2,42,24,0,9,35,0,14,35,8,0,8,48,3,43,43,61,2,1,0,51,42,8,11,0,0,29,19,25,0,1,0,44,0,0,24,37,52,23,4,0,63,0,3,2,5,21,2,1,0,2,0,2,8,44,1,0,1,56,54,1,1,1,17,0,29,0,1,3,2,30
104402,1105,2,0,45,28,1,9,36,0,13,43,9,2,4,50,6,44,37,55,4,1,0,52,38,12,10,2,1,23,13,15,0,2,2,40,1,0,18,43,61,27,1,0,68,2,0,4,8,21,1,1,2,1,0,2,2,35,0,1,0,56,61,0,0,2,16,0,31,1,1,4,3,32
104403,1190,4,0,50,19,0,10,33,0,17,48,9,0,10,51,5,52,39,64,2,0,0,49,50,9,12,1,1,38,10,24,0,1,2,42,0,0,22,48,72,25,4,0,65,1,0,0,12,23,0,4,1,0,2,1,5,42,0,0,0,65,60,0,0,0,12,0,32,0,0,1,1,40
104404,881,1,0,52,14,0,5,24,0,11,37,4,0,3,33,7,39,30,50,0,0,0,42,31,9,6,0,0,25,10,12,0,1,1,38,0,0,18,37,52,21,2,0,48,0,0,3,2,13,0,0,0,0,2,1,4,27,1,1,0,50,52,0,0,1,5,1,24,1,1,0,0,29
104501,2195,3,2,87,59,36,10,109,0,7,86,7,0,2,74,7,95,21,120,0,1,1,73,60,18,2,0,0,106,16,14,0,3,9,28,0,1,37,120,165,25,16,2,146,0,1,4,3,129,3,9,0,2,1,6,0,29,0,33,1,132,104,0,0,2,44,0,34,2,3,1,1,83
104502,2231,1,0,79,80,32,12,111,1,7,80,6,0,2,94,7,89,25,112,0,0,0,97,73,14,9,0,1,111,17,29,1,1,8,39,0,1,23,111,166,19,16,0,140,1,0,1,2,125,1,20,0,2,1,2,0,27,1,39,0,121,106,0,0,1,46,2,31,2,1,4,1,80
104601,1056,0,0,0,49,23,12,46,1,7,41,4,0,4,31,4,58,42,62,1,2,0,29,43,8,4,0,0,26,10,20,1,0,3,40,0,4,16,55,55,23,0,2,56,1,0,4,5,9,1,1,0,4,1,6,0,20,4,13,1,52,50,1,2,6,33,1,19,0,1,2,1,36
104602,1187,3,1,32,58,32,4,29,2,4,43,3,0,1,32,5,56,48,63,1,2,0,30,45,10,4,0,0,13,18,30,0,1,0,50,0,3,14,70,63,26,3,0,70,2,2,2,11,12,1,2,1,0,0,3,0,24,0,20,0,53,56,1,1,11,29,0,27,3,0,3,2,52
104603,1005,0,0,35,36,21,10,28,2,6,32,2,1,3,24,2,45,43,58,1,1,0,31,38,7,7,0,1,15,17,23,0,0,1,47,1,2,10,48,47,25,4,0,62,2,0,4,6,13,0,1,0,4,0,0,3,29,4,6,0,52,42,0,0,7,31,1,14,2,2,1,0,45
104604,1223,3,1,36,45,37,9,40,3,11,41,1,0,1,40,5,65,47,67,1,4,1,32,50,0,3,0,1,20,20,25,1,0,0,45,0,2,18,61,63,25,4,1,72,0,6,2,13,8,2,0,0,4,0,8,0,23,4,18,3,60,55,0,0,9,35,0,18,3,1,3,4,43
104605,1467,4,1,45,48,32,12,46,1,6,38,6,1,8,45,6,78,61,68,1,6,2,32,53,10,8,1,2,29,21,24,1,1,6,58,3,2,18,64,73,41,8,1,69,3,0,4,16,13,1,2,1,7,2,8,2,34,4,18,1,67,73,1,5,19,39,1,62,2,1,3,5,33
104606,1323,1,2,42,51,28,9,46,1,13,53,4,2,4,36,6,59,53,69,1,2,2,33,38,6,5,0,0,23,15,31,1,0,1,60,0,2,12,59,70,31,3,0,70,3,0,0,11,22,0,1,0,5,2,7,2,39,6,20,1,63,54,1,1,10,39,1,27,1,0,0,1,62
104607,1168,0,0,31,54,17,9,30,1,5,46,1,1,3,40,6,49,49,65,0,1,2,32,47,10,7,0,0,21,15,35,2,0,3,44,0,4,15,63,64,28,2,0,66,3,0,0,8,17,0,2,0,3,1,2,0,27,3,20,1,48,44,0,0,14,32,1,29,0,0,2,3,40
104608,1472,0,0,35,70,28,17,45,0,12,67,6,0,6,53,2,73,58,78,1,1,0,49,43,8,11,1,1,25,13,37,0,1,2,57,0,3,20,65,70,38,6,0,68,0,1,1,18,15,0,5,0,6,0,11,0,42,6,23,1,72,54,0,0,20,39,0,29,1,2,0,0,56
104609,1438,0,1,36,64,32,10,43,0,4,56,4,0,5,43,5,75,53,68,1,7,1,49,48,13,7,0,0,23,12,26,2,0,1,54,0,3,18,73,75,36,4,0,83,1,0,4,13,21,1,4,1,4,1,16,1,34,5,23,4,62,64,2,1,14,42,0,25,0,1,0,5,54
104610,1174,1,1,44,51,25,6,31,0,6,45,4,0,2,29,5,58,37,50,0,3,1,31,41,9,4,0,0,22,15,33,2,1,4,55,0,4,14,54,59,37,4,0,61,1,0,2,12,13,0,4,0,4,0,7,1,31,2,23,1,56,48,0,0,13,32,0,28,2,1,1,1,42
104701,588,0,1,4,31,5,12,31,0,6,30,3,0,0,9,1,39,13,23,0,0,0,9,13,6,1,0,0,8,5,9,0,0,3,9,1,12,5,41,19,17,2,1,14,0,0,1,3,16,1,1,1,2,0,12,3,4,2,31,0,32,37,1,0,1,28,0,7,3,0,1,1,17
104702,648,2,1,11,29,7,14,33,1,6,27,4,0,0,18,2,33,13,24,0,0,1,13,20,8,4,1,2,12,11,14,0,2,4,13,0,8,11,40,28,24,7,0,14,0,2,1,1,12,1,3,1,0,1,10,0,9,0,25,1,30,31,0,0,0,23,1,15,1,1,0,0,17
104703,660,1,0,9,34,5,16,35,0,8,35,2,0,0,16,5,37,13,22,1,0,0,19,11,9,2,0,0,9,10,11,0,0,3,15,1,11,7,41,29,21,2,0,13,1,0,0,1,14,1,1,1,1,1,14,1,13,1,29,2,32,37,0,0,0,28,2,11,1,0,0,0,15
104704,620,2,1,9,27,10,19,31,0,5,26,2,0,1,16,1,35,11,24,0,0,0,7,18,11,2,0,0,14,11,6,0,0,5,13,0,9,5,42,34,19,6,0,16,0,1,1,2,14,0,0,0,0,1,6,1,10,0,27,4,30,33,0,0,2,19,0,14,0,1,1,1,14
104705,708,0,1,12,34,7,18,36,1,7,32,5,0,1,23,6,36,12,21,0,0,0,17,20,7,1,0,0,10,9,10,0,0,3,16,1,9,11,43,28,19,8,0,12,1,0,2,2,14,0,0,0,0,1,13,0,19,0,31,0,33,46,0,0,0,28,2,14,3,0,3,1,19
104706,691,1,2,8,41,12,21,36,1,3,41,1,0,0,11,1,42,11,26,0,0,0,9,21,7,2,0,1,10,7,10,0,1,5,8,0,11,3,49,31,22,4,0,16,0,0,1,0,15,0,0,0,2,0,16,0,14,0,38,1,20,39,0,1,0,29,3,7,3,0,0,1,26
104707,599,1,0,5,37,6,19,35,0,3,34,5,0,0,12,1,34,8,18,0,0,0,9,18,7,1,0,2,9,10,8,0,0,3,7,0,10,3,37,27,21,4,0,4,0,0,2,3,17,0,1,0,2,0,11,0,12,1,33,1,30,36,0,0,1,23,0,8,0,0,0,1,19
104708,634,3,3,6,29,6,17,30,1,9,31,4,0,1,18,3,33,9,27,0,0,1,15,19,5,3,0,1,7,8,10,1,0,2,11,0,9,10,45,27,16,6,0,13,2,3,2,2,11,1,0,0,0,2,12,2,9,2,27,0,24,32,0,0,2,24,4,11,0,0,1,3,19
104709,644,4,3,7,35,4,22,28,0,2,38,5,0,0,15,1,33,9,20,0,0,0,12,20,3,1,0,1,6,7,14,0,1,4,13,0,8,6,45,26,16,6,0,15,0,1,0,2,17,1,2,0,1,1,17,0,14,2,28,0,31,39,0,0,4,25,1,7,2,1,1,0,17
104710,727,0,1,9,34,8,18,36,0,4,34,2,0,0,20,3,36,5,24,0,1,1,16,17,9,2,2,0,16,9,12,1,0,5,12,1,15,7,53,32,27,8,1,11,1,0,0,3,17,0,3,0,0,0,10,3,12,1,33,0,37,49,2,0,0,33,0,11,0,0,0,0,20
104801,924,2,2,30,35,4,17,35,0,8,36,4,0,1,25,2,54,35,44,0,0,0,30,29,11,4,1,0,11,6,17,0,1,3,24,1,3,7,63,49,37,4,0,34,0,1,3,0,10,1,2,0,0,1,14,0,17,1,20,0,57,59,0,0,1,30,1,16,2,0,1,0,18
104802,913,1,1,30,41,5,21,27,0,5,38,4,0,1,27,3,62,24,41,0,0,0,27,14,5,4,0,1,11,7,19,0,0,3,16,1,5,12,67,50,38,0,0,29,0,0,0,1,6,1,5,1,0,1,11,1,20,0,31,0,63,58,0,0,1,36,0,9,4,2,0,1,21
104803,812,2,2,21,28,8,18,57,0,2,30,2,1,0,19,3,50,22,34,1,1,2,21,26,5,1,0,0,17,8,19,0,1,6,15,0,5,9,53,36,21,8,3,23,3,0,1,2,10,0,4,0,1,0,13,0,11,0,26,1,50,47,1,2,0,31,0,11,2,0,0,4,12
104804,956,1,1,31,33,12,11,37,0,8,32,4,1,1,28,4,52,35,56,0,1,3,27,37,6,5,0,0,16,8,12,0,0,2,18,0,2,11,60,51,29,4,1,39,1,1,2,2,7,2,3,2,0,4,16,1,25,1,15,0,57,59,0,0,2,31,2,14,2,3,0,0,25
